---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
17264,0.1741,28.652882,364.963501,7.11,M4III:,1.528,319.937653,14.592597,175.000687,166.111618,,852,,
17265,0.370622,-5.191936,193.050201,7.11,A2,0.146,191.353836,18.625269,-17.46958,46.472923,,1755,,
17266,0.390282,-18.891621,175.131302,7.11,K0III,0.993,164.833267,16.900827,-56.703842,38.264847,,1854,,
17267,0.437057,-39.649384,115.473396,7.11,K0III/IV,0.997,88.328934,10.150996,-73.682175,16.626469,,2076,,
17268,0.637417,84.67498,41.271198,7.11,F8,0.554,3.776991,0.636171,41.093082,2.124223,,3006,,
17269,0.643367,-23.599234,62.735298,7.11,F3IV/V,0.423,56.675159,9.637259,-25.115278,4.91134,,3035,,
17270,0.812947,78.467255,169.491501,7.11,K0,0.972,33.121506,7.157751,166.069565,35.84264,,3796,,
17271,0.888716,49.65564,350.877197,7.11,B8,-0.015,221.030411,52.374664,267.427185,153.603104,,4174,,
17272,1.13961,54.231361,334.448212,7.11,A0,0.078,186.853378,57.462791,271.365875,139.57254,,5347,,
17273,1.434724,-22.79838,210.526306,7.11,K0III,1.26,180.548355,71.195862,-81.576736,55.309536,,6699,,
17274,1.487586,60.035664,100000,7.11,F3Ib,0.738,46206.04297,18963.46484,86633.64844,12473835,,6927,,
17275,1.583613,-29.910334,21.626301,7.11,K3V,0.909,17.157955,7.551191,-10.783979,0.583445,,7372,,Gl 60A
17276,1.64328,-65.606483,206.185593,7.11,K1/K2III,1.187,77.395287,35.51524,-187.779495,53.015152,,7656,,
17277,1.64682,-53.438911,89.525497,7.11,F5IV/V,0.433,48.448483,22.286156,-71.908844,10,,7673,,
17278,1.809981,-26.253654,102.986603,7.11,F0V,0.28,82.186218,42.146816,-45.555729,13.231223,,8417,,
17279,1.906825,11.402697,169.491501,7.11,K0,1.155,145.870117,79.538795,33.50906,35.84264,,8888,,
17280,1.966987,28.519939,179.533203,7.11,A0,-0.02,137.289505,77.68988,85.720741,40.216103,,9166,,
17281,2.242366,6.651048,471.69809,7.11,K0,1.218,390.08252,259.518677,54.633091,277.459747,,10442,,
17282,2.535137,50.180813,425.531891,7.11,M0,1.734,214.650879,167.867142,326.837921,225.943573,,11785,,
17283,2.64994,14.860444,271.002686,7.11,F7IV..,1.12,201.391968,167.490601,69.502861,91.622047,,12349,,
17284,2.659574,-66.957314,325.73291,7.11,K3III,1.289,97.82048,81.772392,-299.743805,132.312241,,12391,,
17285,2.87768,6.474815,196.0784,7.11,B9,-0.005,142.104279,133.282455,22.111069,47.951256,,13408,,
17286,3.048858,-60.797741,217.391296,7.11,K5III,1.409,74.033005,75.951759,-189.76149,58.938625,,14188,,
17287,3.127724,1.405957,318.471313,7.11,K0,1.336,217.473221,232.525925,7.81405,126.473633,,14534,,
17288,3.145136,-35.432899,95.511002,7.11,G3V,0.684,52.898289,57.079044,-55.372417,11.376273,,14613,,
17289,3.651867,24.702871,120.192299,7.11,A0,0.039,62.976719,89.202507,50.229885,18.013578,,17034,,
17290,3.850133,69.102768,177.935898,7.11,K0,0.919,33.86573,53.678276,166.231552,39.482079,,18012,,
17291,3.916283,-14.905922,490.196106,7.11,M1III,1.71,245.783951,404.947723,-126.094452,299.778168,,18318,,
17292,4.242872,10.701388,45.044998,7.11,F8V,0.514,19.650591,39.660721,8.364489,2.530463,,19796,,
17293,4.252884,29.902056,74.074097,7.11,K1IV,1.07,28.357281,57.612625,36.927361,6.842267,,19835,,
17294,4.362632,50.035172,813.008118,7.11,G0,1.322,217.058395,474.96109,623.121033,824.138123,,20370,,
17295,4.407666,41.730011,101.833,7.11,A2,0.16,30.771326,69.488533,67.782219,12.930044,,20576,,
17296,4.637565,31.998791,380.228088,7.11,B2V,0.298,112.59185,302.160583,201.483475,180.301773,,21602,,
17297,4.818269,61.507389,259.067413,7.11,M3,1.505,37.627728,117.719742,227.689224,83.714371,,22383,,
17298,4.989023,-36.871479,68.119904,7.11,F3V,0.473,14.255528,52.597172,-40.873444,5.786287,,23185,,
17299,5.188374,29.729946,179.211502,7.11,A0,-0.034,32.818867,152.122421,88.873245,40.068214,,24160,,
17300,5.224411,-55.568897,52.1105,7.11,G2V,0.636,5.941564,28.858759,-42.981091,3.388442,,24344,,
17301,5.329544,-25.927532,114.678902,7.11,F2V,0.397,18.010162,101.551529,-50.141514,16.398344,,24860,,
17302,5.357898,-1.546235,182.815399,7.11,B8V,-0.079,30.575953,180.172821,-4.93302,41.686939,,25025,,
17303,5.501708,29.548622,169.779297,7.11,G5,0.85,19.212925,146.44278,83.728905,35.941814,,25764,,
17304,5.626334,-1.422134,641.025574,7.11,B4V,-0.095,62.589394,637.764465,-15.909214,512.389221,,26439,,
17305,5.738221,-10.016732,40.950001,7.11,G0,0.637,2.761506,40.231136,-7.12267,2.091221,,27058,,
17306,5.871471,71.289421,304.877991,7.11,A3,0.174,3.290267,97.745811,288.765533,115.984512,,27730,,
17307,6.556725,78.168472,249.376602,7.11,B9,0.02,-7.425961,50.588703,244.078522,77.553253,,31263,,
17308,6.82544,-45.566883,164.744598,7.11,A0V,-0.031,-24.730059,112.651245,-117.63887,33.853222,,32715,,
17309,7.010866,16.959177,261.096588,7.11,B9,-0.054,-65.324005,241.047638,76.159332,85.035446,,33752,,
17310,7.159932,-15.243173,641.025574,7.11,A1III,0.193,-184.938309,590.175598,-168.536041,512.389221,,34568,,
17311,7.289554,-29.131109,295.858002,7.11,Ap...,0.06,-85.600594,243.845947,-144.02655,109.144035,,35286,,
17312,7.316846,35.157875,337.837799,7.11,K0,1.34,-93.346687,259.953766,194.537674,142.42952,,35440,,
17313,7.429257,4.445918,173.912994,7.11,K0,1.104,-63.375347,161.392532,13.481398,37.739834,,36049,,
17314,7.510994,27.908735,52.3834,7.11,F5,0.465,-17.837778,42.716064,24.518812,3.422946,,36509,,
17315,7.569226,46.150799,257.731995,7.11,K5,1.584,-71.305092,163.690735,185.867447,82.870506,,36803,,
17316,7.617986,-27.421677,909.090881,7.11,B8IV/V,0.323,-331.68219,735.628784,-418.668762,1030.860718,,37070,,
17317,7.623213,-36.417984,269.541809,7.11,K0III,1.233,-89.424713,197.610306,-160.019287,90.614983,,37098,,
17318,7.667886,-30.169064,100000,7.11,K2II:+...,1.059,-36562.30859,78342.83594,-50255.32422,12473835,,37357,,
17319,7.705244,-16.069189,383.141815,7.11,G8III,1.046,-158.958084,332.08847,-106.052872,183.147079,,37542,,
17320,7.878364,3.383843,210.084,7.11,A2,0.194,-99.023087,184.867386,12.400183,55.055408,,38460,,
17321,7.907622,-41.658245,180.505402,7.11,K1III,1.066,-64.585831,118.388382,-119.979424,40.625618,,38618,,
17322,8.003481,-55.215836,205.338806,7.11,K2IIICN...,1.236,-58.663879,101.39547,-168.646179,52.577507,,39119,,
17323,8.149126,-71.721832,543.478271,7.11,K4III,1.581,-90.922386,144.176346,-516.057129,368.468201,,39899,,
17324,8.266483,-19.408236,100000,7.11,K5III,1.622,-52737.91797,78195.27344,-33229.66797,12473835,,40487,,
17325,8.341524,-6.62715,378.787903,7.11,K2,1.585,-216.472534,307.748108,-43.715103,178.978149,,40880,,
17326,8.409801,-40.747009,416.666687,7.11,B5Vn,-0.158,-186.1987,254.902618,-271.966919,216.570847,,41212,,
17327,8.658021,-18.267471,80.385902,7.11,A2m...,0.343,-48.934532,58.586723,-25.197231,8.061206,,42466,,
17328,8.961227,-24.841108,151.057404,7.11,K0III,1.002,-95.942039,97.909798,-63.459709,28.470821,,44007,,
17329,8.964213,-18.889042,126.582298,7.11,A1IV,0,-83.889862,85.4767,-40.979309,19.98941,,44017,,
17330,9.010562,-21.215857,107.4114,7.11,F2III,0.363,-70.999123,70.607597,-38.870316,14.387986,,44246,,
17331,9.28222,-40.116581,163.132095,7.11,K0III,0.98,-94.484589,81.461212,-105.113342,33.204735,,45542,,
17332,9.357052,40.283913,91.1577,7.11,A2,0.317,-53.547005,44.367561,58.940346,10.365732,,45892,,
17333,9.493693,-50.603725,134.589493,7.11,F3Ib,0.386,-67.683289,52.113056,-104.007378,22.594358,,46554,,
17334,9.693699,-68.50499,490.196106,7.11,B3III:psh,-0.065,-147.859589,101.980827,-456.102783,299.778168,,47549,,
17335,9.812996,64.894325,58.411201,7.11,F5,0.465,-20.830782,13.427119,52.892906,4.254025,,48132,,
17336,9.844746,-7.382177,125.313301,7.11,F2,0.425,-105.011162,66.459244,-16.101145,19.588448,,48286,,
17337,9.986961,-58.128201,246.913605,7.11,B9Vn,-0.031,-112.685181,65.572861,-209.686844,76.06765,,48956,,
17338,10.158639,68.664001,155.038803,7.11,K0,1.039,-49.980343,26.151791,144.412872,29.977818,,49765,,
17339,10.403933,-69.917679,409.83609,7.11,M2III,1.654,-128.617767,57.106102,-384.918152,209.507706,,50942,,
17340,10.656364,-55.989815,446.428589,7.11,B5Vn,-0.1,-234.415298,86.037079,-370.061951,248.656601,,52161,,
17341,10.672551,27.52527,152.207001,7.11,A2,0.063,-126.909035,45.969822,70.340912,28.89349,,52240,,
17342,10.766629,56.920841,113.250298,7.11,A8V,0.311,-58.617218,19.613661,94.894241,15.995581,,52650,,
17343,11.071294,-36.721516,122.850098,7.11,A8V,0.234,-95.574425,23.70647,-73.455292,18.827818,,54106,,
17344,11.144308,-39.47224,307.692291,7.11,A0/A1V,0.068,-231.582718,52.764801,-195.601318,118.140823,,54467,,
17345,11.205275,-29.782494,323.624603,7.11,M0III,1.654,-274.821869,58.018623,-160.747177,130.617096,,54731,,
17346,11.467651,-0.897853,130.548294,7.11,A0,0.032,-129.266617,18.133266,-2.045674,21.261799,,55960,,
17347,11.504559,37.953815,158.730194,7.11,K0,1.252,-124.108498,16.188416,97.623215,31.419554,,56121,,
17348,11.511883,56.74638,154.798798,7.11,F0,0.309,-84.19117,10.817624,129.450714,29.8951,,56158,,
17349,11.634887,31.880838,101.419899,7.11,F2,0.411,-85.727318,8.219416,53.565304,12.835122,,56750,,
17350,11.718813,-72.445541,209.6436,7.11,B8Vn,0.051,-63.059807,4.650579,-199.880646,54.802452,,57143,,
17446,0.13381,31.391161,125.786201,7.12,A5,0.184,107.309143,3.760705,65.519257,19.552397,,652,,
17447,0.435101,55.490929,636.942688,7.12,K0,1.201,358.512817,41.015415,524.863953,501.649048,,2063,,
17448,0.82052,57.07502,505.050507,7.12,M2III,1.722,268.205902,58.51656,423.930511,315.355194,,3833,,
17449,0.978831,-19.632671,421.940887,7.12,M1III,1.6,384.434692,100.728859,-141.767456,219.98851,,4586,,
17450,1.009098,58.364124,274.725311,7.12,A3,0.197,139.09938,37.6269,233.900726,93.239517,,4713,,
17451,1.101098,57.756477,628.930786,7.12,B3III,0.019,321.70105,95.39283,531.942017,488.877441,,5161,,
17452,1.420138,28.566692,44.563301,7.12,F8,0.577,36.464195,14.218374,21.309341,2.454709,,6643,,
17453,2.21184,13.918474,199.203201,7.12,K0,1.15,161.83342,105.810509,47.916538,49.023014,,10300,,
17454,2.590131,-9.350753,133.333298,7.12,A0,0.015,102.456139,82.529945,-21.663717,21.9786,,12055,,
17455,2.651519,-27.82176,152.207001,7.12,K2/K3III,1.203,103.461418,86.117622,-71.038445,28.628593,,12358,,
17456,2.855659,2.172807,100000,7.12,K5V,1.192,73278.88281,67939.90625,3791.355225,12359474,,13313,,
17457,2.904877,20.565819,233.644897,7.12,K0,1.26,158.486557,150.783142,82.075516,67.483871,,13532,,
17458,3.104756,11.665286,219.780197,7.12,M1III,1.82,147.96698,156.314026,44.438099,59.703529,,14433,,
17459,3.221047,-41.379822,289.017303,7.12,K4III,1.412,144.219025,161.957291,-191.054214,103.276138,,14995,,
17460,3.331112,13.377072,320.512787,7.12,F8,0.783,200.570862,238.748932,74.153397,126.940437,,15508,,
17461,3.413604,28.652546,102.249496,7.12,A0,0.132,56.219223,69.932777,49.028339,12.91814,,15902,,
17462,3.434575,49.745586,751.8797,7.12,A3II,0.367,302.326172,380.329834,573.821533,698.875793,,16001,,
17463,3.521392,-55.249207,341.296906,7.12,M0III,1.53,117.563354,155.001465,-280.422852,144.012436,,16409,,
17464,3.661992,-52.915836,33.886799,7.12,F8/G0V,0.583,11.740637,16.723574,-27.033216,1.419057,,17096,,
17465,3.784327,8.954889,133.868805,7.12,G5,1.204,72.475945,110.606911,20.837585,22.141142,,17670,,
17466,3.812117,34.310333,254.452896,7.12,F8,0.71,113.91098,176.631714,143.428741,80.020271,,17815,,
17467,4.000075,-19.246742,88.183403,7.12,F7V,0.508,41.625889,72.101448,-29.068508,9.611695,,18678,,
17468,4.208582,-36.15255,133.511307,7.12,F3V,0.409,48.725815,96.163445,-78.763283,22.039412,,19639,,
17469,4.283673,19.675686,84.530899,7.12,F5,0.444,34.573483,71.694542,28.461187,8.830799,,19975,,
17470,4.347379,-19.335646,160.771698,7.12,G8III,0.858,63.606628,137.724792,-53.23175,31.944788,,20283,,
17471,4.714362,18.720432,43.4972,7.12,G5,0.677,13.605435,38.884621,13.9605,2.33776,,21923,,
17472,4.721445,-23.628347,63.5728,7.12,F2/F3IV/V,0.411,19.133411,55.010696,-25.480129,4.993442,,21965,,
17473,4.89734,68.218864,194.931793,7.12,K0,1.149,20.591471,69.338882,181.015244,46.946152,,22765,,
17474,4.915224,16.386499,182.815399,7.12,A0,0.211,49.142654,168.364151,51.575039,41.304749,,22846,,
17475,5.034866,69.160271,60.060101,7.12,F5,0.446,5.341367,20.688343,56.131069,4.458615,,23425,,
17476,5.106154,-14.696578,440.528595,7.12,B8II,-0.095,98.807083,414.501892,-111.762184,239.883286,,23755,,
17477,5.221816,-59.585674,222.222198,7.12,K2III,1.305,22.761152,110.17334,-191.641693,61.03796,,24333,,
17478,5.444222,-13.859509,194.552505,7.12,A2III/IV,0.077,27.386829,186.892349,-46.603489,46.773514,,25454,,
17479,5.540991,26.981581,390.625,7.12,B5,0.132,41.730782,345.596191,177.228226,188.62532,,25969,,
17480,5.594311,-81.61187,48.804298,7.12,F6V,0.496,0.754786,7.079355,-48.282219,2.943066,,26269,,
17481,5.664304,24.225466,53.7346,7.12,F3V,0.398,4.301042,48.813343,22.048763,3.567796,,26651,,
17482,5.671734,24.53758,194.552505,7.12,K0,1.069,15.191131,176.329437,80.795845,46.773514,,26691,,
17483,5.713182,38.198002,147.492599,7.12,K0,0.969,8.695516,115.585167,91.207031,26.89057,,26910,,
17484,5.74204,15.063503,203.666,7.12,G0,0.792,13.271646,196.219803,52.930756,51.286137,,27078,,
17485,5.790785,-36.487331,234.741806,7.12,K1III,1.282,10.332023,188.446655,-139.588043,68.108292,,27340,,
17486,5.89055,57.963524,225.733597,7.12,K2,1.472,3.430395,119.693283,191.35675,62.979614,,27838,,
17487,6.118112,-81.063171,151.515198,7.12,A9IV,0.317,-0.727708,23.525934,-149.675842,28.366125,,28993,,
17488,6.121644,20.8202,276.243103,7.12,K2,1.522,-8.221459,258.073608,98.18689,94.275749,,29010,,
17489,6.241982,11.796932,173.912994,7.12,K0,1.008,-10.777571,169.897751,35.555321,37.393833,,29620,,
17490,6.441051,-19.324991,208.333298,7.12,A6III,0.213,-22.649836,195.286011,-68.942909,53.65374,,30655,,
17491,6.498876,7.111988,409.83609,7.12,B2.5IV-V,-0.12,-52.964127,403.219177,50.741432,207.586929,,30961,,
17492,6.647961,33.01804,70.224701,7.12,F0,0.374,-9.940857,58.038158,38.265652,6.092563,,31796,,
17493,6.853351,-10.085171,448.430511,7.12,K4III,1.503,-97.81601,430.529602,-78.525536,248.427689,,32893,,
17494,6.976869,-7.185822,142.045502,7.12,G0,0.814,-35.650314,136.346146,-17.768148,24.934462,,33578,,
17495,7.053947,57.930008,386.100403,7.12,K2,1.576,-55.849674,197.247513,327.181519,184.331696,,33996,,
17496,7.285333,-28.600388,326.797394,7.12,A0V,-0.013,-94.737122,270.829865,-156.437195,131.947144,,35262,,
17497,7.500585,-25.146214,229.357803,7.12,A4III,0.21,-79.482384,191.804367,-97.460938,65.042915,,36451,,
17498,7.515716,8.55199,270.270294,7.12,A2,0.438,-103.293129,246.498184,40.191059,90.281754,,36535,,
17499,7.786151,-39.103264,164.203598,7.12,F3IV,0.372,-57.437092,113.744377,-103.566498,33.32729,,37992,,
17500,7.81431,-43.311279,446.428589,7.12,B3III,-0.143,-148.55687,288.878723,-306.233093,246.376907,,38133,,
17501,8.433494,-32.169991,90.497704,7.12,F0IV,0.36,-45.568241,61.576576,-48.183964,10.120454,,41335,,
17502,8.450008,7.221133,189.393906,7.12,A2,0.203,-112.420547,150.548706,23.806652,44.340439,,41430,,
17503,8.481045,53.862206,41.511002,7.12,G0,0.565,-14.80612,19.495165,33.524326,2.1301,,41598,,
17504,8.523309,-19.505692,103.199203,7.12,F3IV,0.385,-59.687973,76.811775,-34.458263,13.158306,,41804,,
17505,8.617029,-44.114677,543.478271,7.12,G1Ib,0.77,-246.903488,302.136353,-378.313629,365.090057,,42257,,
17506,8.858119,70.299377,813.008118,7.12,M0,1.631,-186.466034,200.859421,765.420227,816.582397,,43489,,
17507,9.138056,-41.42609,191.204605,7.12,K0III,1.146,-104.972878,97.646385,-126.511169,45.164791,,44850,,
17508,9.420988,-46.942898,308.641998,7.12,K2III,1.36,-164.484833,131.707611,-225.516586,117.706383,,46204,,
17509,9.477434,-25.433558,178.571396,7.12,A4III,0.228,-127.35788,98.926025,-76.69001,39.409416,,46469,,
17510,9.657793,35.243095,49.043598,7.12,F5,0.544,-32.757214,23.050468,28.300451,2.973035,,47403,,
17511,9.658174,72.746834,104.058296,7.12,A3,0.157,-25.24213,17.758543,99.376045,13.378271,,47405,,
17512,9.746618,-27.630478,96.993202,7.12,F2/F3IV/V,0.364,-71.407387,47.804398,-44.982281,11.630544,,47811,,
17513,9.829359,52.890972,170.648499,7.12,K0,0.935,-86.776207,55.40971,136.090286,36.008083,,48211,,
17514,9.836727,-0.228491,181.159393,7.12,K0,1.107,-152.873489,97.200333,-0.722447,40.550854,,48252,,
17515,9.839358,35.873501,289.017303,7.12,K0,1.208,-197.715759,125.520889,169.363464,103.276138,,48264,,
17516,10.182553,-16.930815,355.871887,7.12,K4III,1.43,-302.631714,155.943817,-103.635849,156.458801,,49867,,
17517,10.3665,-18.034481,512.820496,7.12,B5III,-0.109,-443.711945,202.234528,-158.763794,325.087311,,50764,,
17518,10.367084,-20.575771,176.366806,7.12,K0III,1.17,-150.256836,68.456169,-61.983425,38.441471,,50768,,
17519,10.38312,19.130949,197.238693,7.12,G5,0.983,-169.898575,76.545151,64.640701,48.083935,,50848,,
17520,10.403849,-24.60652,65.573799,7.12,G3/G5V,0.665,-54.489426,24.19459,-27.30411,5.316184,,50941,,
17521,10.478469,13.28888,107.296097,7.12,A2,0.15,-96.247574,40.50415,24.663174,14.229839,,51295,,
17522,10.495044,-22.044502,163.934402,7.12,F0V,0.281,-140.307541,58.330711,-61.52895,33.204735,,51385,,
17523,10.554077,-5.362479,308.641998,7.12,K0,1.007,-285.536377,113.564308,-28.844547,117.706383,,51659,,
17524,10.572482,49.107307,374.531799,7.12,K5,1.45,-228.261108,89.513283,283.122437,173.300568,,51750,,
17525,10.661794,-22.530594,100000,7.12,K0II/III,1.069,-86756.69531,31702.24805,-38317.67188,12359474,,52189,,
17526,10.70881,18.219925,180.831802,7.12,K0,1.131,-162.045105,56.96291,56.539818,40.401733,,52392,,
17527,10.756499,41.307678,120.047997,7.12,A7III,0.275,-85.440582,28.841179,79.243919,17.815582,,52602,,
17528,10.983827,69.989044,515.463928,7.12,M2,1.589,-170.186478,46.374233,484.343903,328.397614,,53682,,
17529,10.997077,58.906475,226.757401,7.12,K2II-III,1.2,-113.092285,30.395811,194.178131,63.562359,,53750,,
17530,11.236902,-8.327821,621.117981,7.12,M...,1.603,-602.345215,121.962532,-89.960655,476.869995,,54877,,
17531,11.318505,13.390752,44.033501,7.12,F8V,0.507,-42.156448,7.602188,10.19777,2.396625,,55262,,
17532,11.360482,-43.557716,432.900391,7.12,G8/K0III,1.025,-309.32785,52.278931,-298.305145,231.632767,,55474,,
17533,11.621624,6.270035,170.067993,7.12,A2,0.217,-168.221954,16.718542,18.573887,35.74374,,56679,,
17534,11.741455,48.516411,312.5,7.12,K4III,1.43,-206.52771,14.000656,234.107971,120.670189,,57257,,
17535,11.951862,40.288986,181.488205,7.12,K1III,1.04,-138.42688,1.744673,117.358101,40.700523,,58277,,
17630,0.077295,-51.583328,387.596893,7.13,K1III,1.26,240.794022,4.873383,-303.687103,183.992447,,370,,
17631,0.09199,-9.61747,50.6586,7.13,F5,0.446,49.932117,1.202741,-8.463501,3.141955,,462,,
17632,0.148235,-22.179518,254.452896,7.13,M2III,1.64,235.447403,9.141767,-96.058456,79.286636,,720,,
17633,0.245635,-46.033417,245.098007,7.13,K2III,1.17,169.804794,10.934952,-176.408005,73.586815,,1181,,
17634,0.265917,4.251116,103.519699,7.13,A0,0.046,102.984825,7.1811,7.673699,13.121999,,1272,,
17635,0.474368,33.798923,236.966797,7.13,K0,1.018,195.401627,24.392279,131.819885,68.738495,,2241,,
17636,0.870226,-22.617256,52.966099,7.13,G0V,0.53,47.62915,11.042799,-20.369272,3.43558,,4072,,
17637,0.999914,48.019958,336.700287,7.13,B8,-0.104,217.536743,58.28355,250.295502,138.80336,,4672,,
17638,1.309218,43.281136,205.761307,7.13,K5,1.574,141.080872,50.342899,141.065567,51.856117,,6118,,
17639,1.55591,55.817699,429.184509,7.13,K0,1.238,221.398544,95.526352,355.044617,225.527756,,7247,,
17640,1.805695,-41.495064,45.310398,7.13,G4V,0.637,30.216158,15.452916,-30.020866,2.514201,,8398,,Gl 77
17641,1.848079,35.845013,190.114105,7.13,F5,0.576,136.419052,71.68602,111.329811,44.258839,,8591,,
17642,2.152537,-2.331962,69.686401,7.13,F8,0.496,58.862144,37.193924,-2.835479,5.948398,,10033,,
17643,2.261684,67.672279,18.5805,7.13,K2V,0.92,5.856981,3.939779,17.187347,0.422669,,10531,,Gl 90
17644,2.388145,38.252731,253.807098,7.13,A0,-0.011,161.609222,116.651375,157.139938,78.922348,,11135,,
17645,2.488617,-21.037992,53.475899,7.13,F5V,0.447,39.688148,30.266338,-19.197376,3.502676,,11586,,
17646,2.489887,-12.910776,236.406601,7.13,K0III,1.058,183.183197,139.792435,-52.82114,68.422668,,11592,,
17647,2.736938,-36.307426,120.192299,7.13,G5V,0.761,73.038986,63.612995,-71.167984,17.684793,,12778,,NN 3177
17648,2.755106,-20.401646,116.686096,7.13,A0V,0.055,82.1297,72.220284,-40.676655,16.672472,,12858,,
17649,3.010107,22.828999,147.710495,7.13,G5,1.098,96.010384,96.519806,57.309032,26.717758,,14024,,
